time,value
2021-02-16T07:21:17.352Z,0
2021-02-19T01:30:55.612Z,0
2021-02-22T04:40:38.909Z,0
2021-02-22T07:24:39.279Z,0
2021-02-23T06:15:21.432Z,0
2021-03-02T03:32:16.26Z,0
2021-03-02T06:56:28.097Z,0
2021-03-22T22:00:00.219Z,0
2021-03-23T04:44:44.18Z,5
2021-03-23T04:45:06.264Z,0
2021-03-24T00:23:24.215Z,6
2021-03-24T00:23:34.951Z,15.6
2021-03-24T00:23:57.841Z,23.6
2021-03-24T00:24:08.854Z,35.2
2021-03-24T00:24:19.492Z,49.5
2021-03-24T00:24:40.069Z,65
2021-03-24T00:24:50.301Z,76.4
2021-03-24T00:25:11.088Z,90.6
2021-03-24T00:25:22.364Z,100
2021-03-24T00:30:23.722Z,99
2021-03-24T00:30:57.547Z,97.1
2021-03-24T00:31:08.256Z,95.7
2021-03-24T00:31:19.658Z,94.6
2021-03-24T00:31:41.178Z,92.9
2021-03-24T00:31:52.019Z,90.9
2021-03-24T00:32:13.587Z,88.7
2021-03-24T00:32:23.6Z,86.9
2021-03-24T00:32:56.611Z,81.9
2021-03-24T00:33:06.81Z,79.3
2021-03-24T00:33:27.494Z,77.2
2021-03-24T00:33:37.758Z,74.4
2021-03-24T00:33:58.12Z,71.6
2021-03-24T00:34:08.999Z,68.7
2021-03-24T00:34:20.751Z,66.5
2021-03-24T00:34:41.929Z,63.6
2021-03-24T00:34:53.317Z,60.6
2021-03-24T00:35:03.551Z,57.6
2021-03-24T00:35:25.808Z,55.3
2021-03-24T00:35:36.602Z,52.2
2021-03-24T00:35:58.224Z,49
2021-03-24T00:36:08.974Z,46
2021-03-24T00:36:29.433Z,43.7
2021-03-24T00:36:40.472Z,40.7
2021-03-24T00:36:51.997Z,38
2021-03-24T00:37:12.881Z,35.4
2021-03-24T00:37:24.899Z,33.6
2021-03-24T00:37:45.987Z,31.5
2021-03-24T00:37:56.435Z,29.7
2021-03-24T00:38:07.013Z,28.2
2021-03-24T00:38:38.54Z,26.1
2021-03-24T00:39:12.533Z,24.9
2021-03-24T00:44:13.963Z,23
2021-03-24T00:44:24.321Z,20.5
2021-03-24T00:44:35.504Z,17.3
2021-03-24T00:44:58.796Z,14.2
2021-03-24T00:45:09.426Z,12.1
2021-03-24T00:45:31.293Z,10.6
2021-03-24T00:45:41.391Z,7.4
2021-03-24T00:45:51.424Z,2.7
2021-03-24T00:46:13.766Z,0
2021-03-24T01:30:30.733Z,1.2
2021-03-24T01:30:41.364Z,0
2021-03-24T08:22:28.746Z,1.9
2021-03-24T08:22:38.841Z,0
2021-03-25T01:53:41.63Z,12.3
2021-03-25T01:54:04.426Z,22.1
2021-03-25T01:54:14.741Z,29.4
2021-03-25T01:54:36.283Z,39.3
2021-03-25T01:54:46.487Z,48.4
2021-03-25T01:55:08.412Z,54.3
2021-03-25T01:55:19.322Z,57.1
2021-03-25T01:55:41.172Z,55.4
2021-03-25T01:56:02.866Z,51.1
2021-03-25T01:56:13.278Z,42.4
2021-03-25T01:56:23.406Z,24.6
2021-03-25T01:56:43.817Z,4
2021-03-25T01:56:54.864Z,0
2021-03-25T04:53:58.96Z,0
2021-03-25T09:49:03.734Z,6.2
2021-03-25T09:49:24.797Z,7.4
2021-03-25T09:49:35.583Z,9
2021-03-25T09:49:46.047Z,10.6
2021-03-25T09:50:48.606Z,4.3
2021-03-25T09:51:09.902Z,0
2021-03-25T09:55:37.875Z,5
2021-03-25T09:55:47.88Z,0
2021-03-26T00:05:14.977Z,10.1
2021-03-26T00:05:36.039Z,20.3
2021-03-26T00:05:46.145Z,30.6
2021-03-26T00:06:06.506Z,38.3
2021-03-26T00:06:18.944Z,48.1
2021-03-26T00:06:41.023Z,56.8
2021-03-26T00:06:51.654Z,63.1
2021-03-26T00:07:01.79Z,66.5
2021-03-26T00:07:23.111Z,68.1
2021-03-26T00:07:54.559Z,66.2
2021-03-26T00:08:05.776Z,62.4
2021-03-26T00:08:16.707Z,52.7
2021-03-26T00:08:38.304Z,41.2
2021-03-26T00:08:48.535Z,24.8
2021-03-26T00:09:08.997Z,11
2021-03-26T00:09:19.074Z,0
2021-03-29T06:22:21.042Z,0
2021-03-29T08:32:14.679Z,0
2021-03-30T01:52:20.787Z,0
2021-04-06T02:24:29.69Z,0
2021-04-12T07:14:37.477Z,2.2
2021-04-12T07:14:47.774Z,0
2021-04-12T07:36:30.753Z,5
2021-04-12T07:36:52.681Z,0
2021-04-12T07:56:18.862Z,5
2021-04-12T07:56:39.585Z,0
2021-04-12T08:15:53.148Z,2
2021-04-12T08:16:03.508Z,0
2021-04-12T09:20:33.936Z,1.7
2021-04-12T09:20:55.202Z,0
2021-04-12T14:52:49.87Z,5.1
2021-04-12T14:53:11.125Z,13.9
2021-04-12T14:53:21.743Z,19.3
2021-04-12T14:53:42.817Z,16.7
2021-04-12T14:53:52.91Z,15.7
2021-04-12T14:54:36.786Z,7.5
2021-04-12T14:54:57.778Z,0
2021-04-12T15:19:00.924Z,2.2
2021-04-12T15:19:12.786Z,8.8
2021-04-12T15:19:23.16Z,13.1
2021-04-12T15:19:44.662Z,11.4
2021-04-12T15:19:55.007Z,10.3
2021-04-12T15:20:26.96Z,6.4
2021-04-12T15:20:49.879Z,0
2021-04-12T15:46:30.326Z,5.7
2021-04-12T15:46:40.68Z,16.7
2021-04-12T15:46:52.581Z,22.2
2021-04-12T15:47:14.878Z,24.4
2021-04-12T15:47:25.147Z,19.9
2021-04-12T15:47:55.919Z,16.3
2021-04-12T15:48:18.141Z,4.8
2021-04-12T15:48:29.49Z,0
2021-04-12T17:41:32.688Z,13.4
2021-04-12T17:41:43.378Z,29.9
2021-04-12T17:42:03.894Z,42.7
2021-04-12T17:42:14.167Z,47.1
2021-04-12T17:42:24.7Z,42.7
2021-04-12T17:42:45.149Z,40.8
2021-04-12T17:43:15.763Z,23.8
2021-04-12T17:43:26.07Z,6.9
2021-04-12T17:43:36.094Z,0
2021-04-12T23:59:01.049Z,1.9
2021-04-12T23:59:11.597Z,17.2
2021-04-12T23:59:32.35Z,44.2
2021-04-12T23:59:42.73Z,71.9
2021-04-13T00:00:03.667Z,94.7
2021-04-13T00:00:14.073Z,100
2021-04-13T00:00:44.631Z,95.7
2021-04-13T00:01:36.317Z,77.4
2021-04-13T00:01:46.336Z,50.8
2021-04-13T00:02:07.262Z,21.8
2021-04-13T00:02:17.371Z,0
2021-04-13T02:03:13.188Z,5
2021-04-13T02:04:15.35Z,13.3
2021-04-13T02:04:25.55Z,19
2021-04-13T02:04:47.585Z,21
2021-04-13T02:05:19.555Z,19.4
2021-04-13T02:06:00.814Z,0
2021-04-20T02:06:34.961Z,5
2021-04-20T02:06:45.103Z,3.5
2021-04-20T02:06:55.43Z,0
2021-04-30T05:37:38.676Z,0.2
2021-04-30T06:03:41.987Z,0.2
2021-04-30T06:04:36.216Z,1.4
2021-04-30T06:04:46.254Z,9.7
2021-04-30T06:05:07.047Z,15.9
2021-04-30T06:05:17.177Z,17.6
2021-04-30T06:05:37.689Z,14.1
2021-04-30T06:06:40.273Z,11.8
2021-04-30T06:06:51.679Z,8
2021-04-30T06:07:11.889Z,5.4
2021-04-30T06:08:56.953Z,3.6
2021-04-30T06:09:07.221Z,0
2021-04-30T06:14:51.927Z,0
2021-04-30T06:26:16.515Z,0
2021-04-30T06:39:17.147Z,0
2021-04-30T15:23:00.371Z,1.8
2021-04-30T15:23:10.498Z,4.1
2021-04-30T15:26:19.411Z,0.9
