time,value
2021-01-04T10:42:46.592Z,34.3
2021-01-04T10:43:04.893Z,34.2
2021-01-04T10:43:59.051Z,33.6
2021-01-04T16:14:08.73Z,26.1
2021-01-04T16:14:30.401Z,26.1
2021-01-04T16:24:48.859Z,25.8
2021-01-04T23:20:11.214Z,25.1
2021-01-04T23:20:43.534Z,25.1
2021-01-04T23:27:46.247Z,25.7
2021-01-05T03:58:08.219Z,35.0
2021-01-05T03:59:24.763Z,34.9
2021-01-05T04:08:06.527Z,47.4
2021-01-05T04:08:17.218Z,35.2
2021-01-05T04:09:33.629Z,35.2
2021-01-05T04:19:43.897Z,35.8
2021-01-05T04:29:52.941Z,35.4
2021-01-05T04:40:01.622Z,35.8
2021-01-05T04:41:17.422Z,36.0
2021-01-05T04:50:11.613Z,36.2
2021-01-05T05:00:21.545Z,36.3
2021-01-05T05:10:42.335Z,36.2
2021-01-05T05:21:13.809Z,36.4
2021-01-05T05:31:22.718Z,36.4
2021-01-05T05:39:55.336Z,36.8
2021-01-05T05:42:49.219Z,36.9
2021-01-05T05:53:21.088Z,36.9
2021-01-05T06:03:30.122Z,37.1
2021-01-05T06:13:51.199Z,36.9
2021-01-05T06:25:17.419Z,37.2
2021-01-05T06:35:27.578Z,37.3
2021-01-05T06:38:32.478Z,37.6
2021-01-05T06:45:58.67Z,37.7
2021-01-05T06:56:08.953Z,37.2
2021-01-05T07:00:41.265Z,36.8
2021-01-05T07:06:30.521Z,37.0
2021-01-05T07:16:51.868Z,37.5
2021-01-05T07:17:13.788Z,37.6
2021-01-05T07:27:01.448Z,37.8
2021-01-05T07:37:21.537Z,37.8
2021-01-05T07:48:26.038Z,38.1
2021-01-05T07:58:36.74Z,37.9
2021-01-05T08:09:09.321Z,38.0
2021-01-05T08:19:19.009Z,38.1
2021-01-05T08:30:01.077Z,38.0
2021-01-05T08:34:32.852Z,36.5
2021-01-05T08:34:43.726Z,37.8
2021-01-05T08:40:21.92Z,37.9
2021-01-05T08:51:16.405Z,37.8
2021-01-05T09:01:47.836Z,38.0
2021-01-05T09:11:58.514Z,37.5
2021-01-05T09:18:52.154Z,53.8
2021-01-05T09:19:02.979Z,37.8
2021-01-05T09:22:08.32Z,37.9
2021-01-05T09:30:08.784Z,37.0
2021-01-05T09:32:08.924Z,36.9
2021-01-05T09:42:29.299Z,36.7
2021-01-05T09:45:23.673Z,36.2
2021-01-05T09:52:39.406Z,35.6
2021-01-05T09:55:22.449Z,35.4
2021-01-05T10:02:46.645Z,35.2
2021-01-05T10:13:07.278Z,35.0
2021-01-05T12:59:57.766Z,27.6
2021-01-05T13:00:52.348Z,27.5
2021-01-05T13:11:00.781Z,27.6
2021-01-05T13:21:09.746Z,27.5
2021-01-05T14:38:30.064Z,27.4
2021-01-09T04:51:40.63Z,44.6
2021-01-09T04:52:13.114Z,44.6
2021-01-09T07:09:55.848Z,42.1
2021-01-09T07:10:14.167Z,42.0
2021-01-09T07:12:14.185Z,41.2
2021-01-09T07:16:47.593Z,40.3
2021-01-09T07:20:37.531Z,40.2
2021-01-09T07:25:41.944Z,39.4
2021-01-09T07:29:09.677Z,38.6
2021-01-09T07:30:47.966Z,37.9
2021-01-09T07:30:58.625Z,37.7
2021-01-09T07:31:31.449Z,36.9
2021-01-09T07:32:03.887Z,36.0
2021-01-09T07:32:47.437Z,35.0
2021-01-09T07:33:20.081Z,34.2
2021-01-09T07:33:52.677Z,33.5
2021-01-09T07:34:47.114Z,32.8
2021-01-09T07:35:30.65Z,32.0
2021-01-09T07:36:14.326Z,31.3
2021-01-09T07:36:58.109Z,30.6
2021-01-09T07:38:03.496Z,29.9
2021-01-09T07:40:57.913Z,29.8
2021-01-09T07:42:03.333Z,30.5
2021-01-09T07:43:19.104Z,31.2
2021-01-09T07:44:35.405Z,31.9
2021-01-09T07:47:40.26Z,31.2
2021-01-09T07:50:56.232Z,31.9
2021-01-09T07:51:07.208Z,32.0
2021-01-09T07:52:12.676Z,32.6
2021-01-09T07:53:28.775Z,33.3
2021-01-09T07:54:45.164Z,34.0
2021-01-09T07:56:12.735Z,34.7
